#date: 08.10.2020	time: 16:39:38
#t (s)	f (Hz)	A1 (V)	A2 (V)	phase (deg)	|Z| (Ohm)	Arg Z (Ohm)	Re Z (Ohm)	Im Z (deg)
156.90	7.7400E+6	2.2613	0.4346	+0.0	4.639E+1	-0.0	4.64E+1	-0.00E+0
157.09	7.7500E+6	2.2571	0.4357	-1.0	4.665E+1	+1.2	4.66E+1	1.01E+0
157.25	7.7600E+6	2.2458	0.4344	+0.0	4.677E+1	-0.0	4.68E+1	-0.00E+0
157.42	7.7700E+6	2.2557	0.4326	-3.0	4.625E+1	+3.7	4.62E+1	2.99E+0
157.59	7.7800E+6	2.2613	0.4344	+0.0	4.637E+1	-0.0	4.64E+1	-0.00E+0
157.77	7.7900E+6	2.2429	0.4319	+1.0	4.650E+1	-1.2	4.65E+1	-1.01E+0
157.95	7.8000E+6	2.2543	0.4325	-1.0	4.629E+1	+1.2	4.63E+1	1.00E+0
158.12	7.8100E+6	2.2444	0.4323	+0.0	4.652E+1	-0.0	4.65E+1	-0.00E+0
158.28	7.8200E+6	2.2500	0.4319	-1.0	4.632E+1	+1.2	4.63E+1	1.00E+0
158.45	7.8300E+6	2.2373	0.4320	-1.0	4.667E+1	+1.2	4.67E+1	1.01E+0
158.62	7.8400E+6	2.2359	0.4318	-1.0	4.667E+1	+1.2	4.67E+1	1.01E+0
158.80	7.8500E+6	2.2316	0.4319	-1.0	4.679E+1	+1.2	4.68E+1	1.01E+0
158.97	7.8600E+6	2.2288	0.4302	+0.0	4.664E+1	-0.0	4.66E+1	-0.00E+0
159.15	7.8700E+6	2.2288	0.4292	-1.0	4.651E+1	+1.2	4.65E+1	1.01E+0
159.31	7.8800E+6	2.2359	0.4302	+0.0	4.646E+1	-0.0	4.65E+1	-0.00E+0
159.46	7.8900E+6	2.2161	0.4279	+0.0	4.667E+1	-0.0	4.67E+1	-0.00E+0
159.65	7.9000E+6	2.2302	0.4313	-1.0	4.675E+1	+1.2	4.67E+1	1.01E+0
159.83	7.9100E+6	2.2231	0.4311	-1.0	4.690E+1	+1.2	4.69E+1	1.02E+0
160.00	7.9200E+6	2.2345	0.4316	-3.0	4.667E+1	+3.7	4.66E+1	3.03E+0
160.16	7.9300E+6	2.2260	0.4296	+0.0	4.664E+1	-0.0	4.66E+1	-0.00E+0
160.35	7.9400E+6	2.2217	0.4288	+0.0	4.664E+1	-0.0	4.66E+1	-0.00E+0
160.53	7.9500E+6	2.2316	0.4311	+0.0	4.668E+1	-0.0	4.67E+1	-0.00E+0
160.70	7.9600E+6	2.2203	0.4285	-1.0	4.663E+1	+1.2	4.66E+1	1.01E+0
160.88	7.9700E+6	2.2147	0.4292	-3.0	4.686E+1	+3.7	4.68E+1	3.04E+0
161.06	7.9800E+6	2.2104	0.4270	-1.0	4.668E+1	+1.2	4.67E+1	1.01E+0
161.24	7.9900E+6	2.2203	0.4292	-1.0	4.673E+1	+1.2	4.67E+1	1.01E+0
161.43	8.0000E+6	2.2062	0.4271	-1.0	4.681E+1	+1.2	4.68E+1	1.01E+0
161.61	8.0100E+6	2.2048	0.4275	-1.0	4.691E+1	+1.2	4.69E+1	1.02E+0
161.78	8.0200E+6	2.2005	0.4274	+0.0	4.700E+1	-0.0	4.70E+1	-0.00E+0
161.93	8.0300E+6	2.2076	0.4265	-3.0	4.668E+1	+3.7	4.66E+1	3.03E+0
162.09	8.0400E+6	2.2062	0.4281	-1.0	4.694E+1	+1.2	4.69E+1	1.02E+0
162.24	8.0500E+6	2.2005	0.4277	-3.0	4.702E+1	+3.7	4.69E+1	3.05E+0
162.42	8.0600E+6	2.2033	0.4265	-1.0	4.681E+1	+1.2	4.68E+1	1.01E+0
162.59	8.0700E+6	2.1949	0.4267	-3.0	4.703E+1	+3.7	4.69E+1	3.05E+0
162.76	8.0800E+6	2.2076	0.4275	-1.0	4.683E+1	+1.2	4.68E+1	1.01E+0
162.93	8.0900E+6	2.1991	0.4270	-1.0	4.698E+1	+1.2	4.70E+1	1.02E+0
163.09	8.1000E+6	2.1864	0.4250	-4.0	4.701E+1	+5.0	4.68E+1	4.07E+0
163.27	8.1100E+6	2.1977	0.4257	-3.0	4.682E+1	+3.7	4.67E+1	3.04E+0
163.44	8.1200E+6	2.1878	0.4253	-3.0	4.703E+1	+3.7	4.69E+1	3.05E+0
163.61	8.1300E+6	2.1878	0.4250	+1.0	4.701E+1	-1.2	4.70E+1	-1.02E+0
163.76	8.1400E+6	2.1949	0.4264	+0.0	4.702E+1	-0.0	4.70E+1	-0.00E+0
163.94	8.1500E+6	2.1821	0.4250	-4.0	4.713E+1	+5.0	4.69E+1	4.08E+0
164.12	8.1600E+6	2.1878	0.4248	+0.0	4.699E+1	-0.0	4.70E+1	-0.00E+0
164.31	8.1700E+6	2.1850	0.4244	-3.0	4.699E+1	+3.7	4.69E+1	3.05E+0
164.47	8.1800E+6	2.1807	0.4240	-3.0	4.704E+1	+3.7	4.69E+1	3.06E+0
164.64	8.1900E+6	2.1751	0.4221	-3.0	4.694E+1	+3.7	4.68E+1	3.05E+0
164.82	8.2000E+6	2.1765	0.4244	-1.0	4.723E+1	+1.2	4.72E+1	1.02E+0
164.99	8.2100E+6	2.1666	0.4223	-1.0	4.721E+1	+1.2	4.72E+1	1.02E+0
165.17	8.2200E+6	2.1751	0.4228	-3.0	4.704E+1	+3.7	4.69E+1	3.05E+0
165.34	8.2300E+6	2.1821	0.4257	-3.0	4.724E+1	+3.7	4.71E+1	3.07E+0
165.52	8.2400E+6	2.1694	0.4228	-1.0	4.721E+1	+1.2	4.72E+1	1.02E+0
165.69	8.2500E+6	2.1722	0.4243	-3.0	4.731E+1	+3.7	4.72E+1	3.08E+0
165.87	8.2600E+6	2.1694	0.4216	-3.0	4.701E+1	+3.7	4.69E+1	3.05E+0
166.05	8.2700E+6	2.1722	0.4236	-3.0	4.721E+1	+3.7	4.71E+1	3.07E+0
166.26	8.2800E+6	2.1623	0.4241	-3.0	4.756E+1	+3.7	4.75E+1	3.10E+0
166.42	8.2900E+6	2.1595	0.4221	-3.0	4.736E+1	+3.7	4.73E+1	3.08E+0
166.58	8.3000E+6	2.1623	0.4233	-1.0	4.746E+1	+1.2	4.74E+1	1.03E+0
166.76	8.3100E+6	2.1581	0.4223	-4.0	4.740E+1	+5.0	4.72E+1	4.11E+0
166.95	8.3200E+6	2.1623	0.4223	+0.0	4.732E+1	-0.0	4.73E+1	-0.00E+0
167.11	8.3300E+6	2.1553	0.4228	-3.0	4.758E+1	+3.7	4.75E+1	3.10E+0
167.28	8.3400E+6	2.1524	0.4220	-3.0	4.753E+1	+3.7	4.74E+1	3.09E+0
167.45	8.3500E+6	2.1496	0.4210	+0.0	4.749E+1	-0.0	4.75E+1	-0.00E+0
167.62	8.3600E+6	2.1524	0.4230	-2.0	4.768E+1	+2.5	4.76E+1	2.07E+0
167.78	8.3700E+6	2.1482	0.4206	-3.0	4.745E+1	+3.7	4.74E+1	3.09E+0
167.96	8.3800E+6	2.1425	0.4195	-3.0	4.745E+1	+3.7	4.73E+1	3.09E+0
168.15	8.3900E+6	2.1482	0.4207	-3.0	4.747E+1	+3.7	4.74E+1	3.09E+0
168.35	8.4000E+6	2.1468	0.4231	+0.0	4.787E+1	-0.0	4.79E+1	-0.00E+0
168.51	8.4100E+6	2.1355	0.4203	-3.0	4.777E+1	+3.7	4.77E+1	3.11E+0
168.68	8.4200E+6	2.1411	0.4217	-3.0	4.781E+1	+3.7	4.77E+1	3.11E+0
168.84	8.4300E+6	2.1425	0.4204	-2.0	4.760E+1	+2.5	4.76E+1	2.07E+0
169.00	8.4400E+6	2.1284	0.4195	-3.0	4.784E+1	+3.7	4.77E+1	3.12E+0
169.18	8.4500E+6	2.1411	0.4207	-5.0	4.763E+1	+6.2	4.74E+1	5.16E+0
169.36	8.4600E+6	2.1284	0.4212	-5.0	4.805E+1	+6.2	4.78E+1	5.21E+0
169.53	8.4700E+6	2.1270	0.4193	+0.0	4.788E+1	-0.0	4.79E+1	-0.00E+0
169.69	8.4800E+6	2.1411	0.4206	-5.0	4.761E+1	+6.2	4.73E+1	5.16E+0
169.87	8.4900E+6	2.1270	0.4195	-3.0	4.788E+1	+3.7	4.78E+1	3.12E+0
170.06	8.5000E+6	2.1213	0.4200	-3.0	4.812E+1	+3.7	4.80E+1	3.14E+0
170.22	8.5100E+6	2.1100	0.4158	-2.0	4.785E+1	+2.5	4.78E+1	2.08E+0
170.43	8.5200E+6	2.1142	0.4192	-5.0	4.816E+1	+6.2	4.79E+1	5.23E+0
170.61	8.5300E+6	2.1171	0.4193	-2.0	4.815E+1	+2.5	4.81E+1	2.10E+0
170.78	8.5400E+6	2.1213	0.4189	-5.0	4.792E+1	+6.2	4.76E+1	5.20E+0
170.94	8.5500E+6	2.1185	0.4196	-3.0	4.814E+1	+3.7	4.80E+1	3.14E+0
171.11	8.5600E+6	2.1157	0.4185	-3.0	4.806E+1	+3.7	4.80E+1	3.13E+0
171.27	8.5700E+6	2.1241	0.4202	-5.0	4.803E+1	+6.2	4.77E+1	5.21E+0
171.46	8.5800E+6	2.1142	0.4199	-3.0	4.830E+1	+3.7	4.82E+1	3.15E+0
171.64	8.5900E+6	2.1058	0.4186	-3.0	4.836E+1	+3.7	4.83E+1	3.16E+0
171.81	8.6000E+6	2.1043	0.4176	-2.0	4.827E+1	+2.5	4.82E+1	2.10E+0
171.95	8.6100E+6	2.1029	0.4166	-3.0	4.816E+1	+3.7	4.81E+1	3.14E+0
172.14	8.6200E+6	2.1001	0.4171	-3.0	4.830E+1	+3.7	4.82E+1	3.15E+0
172.30	8.6300E+6	2.1015	0.4190	-2.0	4.856E+1	+2.5	4.85E+1	2.12E+0
172.50	8.6400E+6	2.0987	0.4189	-2.0	4.862E+1	+2.5	4.86E+1	2.12E+0
172.67	8.6500E+6	2.0930	0.4176	-3.0	4.859E+1	+3.7	4.85E+1	3.18E+0
172.84	8.6600E+6	2.1029	0.4190	-3.0	4.850E+1	+3.7	4.84E+1	3.17E+0
173.00	8.6700E+6	2.0945	0.4176	-3.0	4.854E+1	+3.7	4.84E+1	3.17E+0
173.17	8.6800E+6	2.1001	0.4179	-3.0	4.842E+1	+3.7	4.83E+1	3.16E+0
173.33	8.6900E+6	2.0945	0.4172	-2.0	4.849E+1	+2.5	4.84E+1	2.11E+0
173.52	8.7000E+6	2.1029	0.4196	-5.0	4.855E+1	+6.2	4.83E+1	5.28E+0
173.68	8.7100E+6	2.0916	0.4166	-3.0	4.848E+1	+3.7	4.84E+1	3.17E+0
173.87	8.7200E+6	2.0930	0.4176	-2.0	4.860E+1	+2.5	4.86E+1	2.12E+0
174.05	8.7300E+6	2.0846	0.4156	-2.0	4.855E+1	+2.5	4.85E+1	2.12E+0
174.23	8.7400E+6	2.0817	0.4146	-2.0	4.849E+1	+2.5	4.84E+1	2.11E+0
174.40	8.7500E+6	2.0803	0.4152	-2.0	4.862E+1	+2.5	4.86E+1	2.12E+0
174.57	8.7600E+6	2.0817	0.4163	-3.0	4.873E+1	+3.7	4.86E+1	3.19E+0
174.73	8.7700E+6	2.0732	0.4162	-5.0	4.892E+1	+6.3	4.86E+1	5.33E+0
174.90	8.7800E+6	2.0648	0.4141	-3.0	4.890E+1	+3.8	4.88E+1	3.20E+0
175.08	8.7900E+6	2.0732	0.4176	-2.0	4.918E+1	+2.5	4.91E+1	2.15E+0
175.26	8.8000E+6	2.0718	0.4158	-3.0	4.894E+1	+3.8	4.88E+1	3.20E+0
175.43	8.8100E+6	2.0732	0.4161	-3.0	4.894E+1	+3.8	4.88E+1	3.20E+0
175.60	8.8200E+6	2.0591	0.4144	-2.0	4.912E+1	+2.5	4.91E+1	2.15E+0
175.76	8.8300E+6	2.0619	0.4142	-3.0	4.900E+1	+3.8	4.89E+1	3.21E+0
175.93	8.8400E+6	2.0534	0.4142	-3.0	4.925E+1	+3.8	4.91E+1	3.23E+0
176.09	8.8500E+6	2.0549	0.4138	-3.0	4.915E+1	+3.8	4.90E+1	3.22E+0
176.25	8.8600E+6	2.0563	0.4144	-5.0	4.915E+1	+6.3	4.89E+1	5.36E+0
176.41	8.8700E+6	2.0633	0.4159	-3.0	4.921E+1	+3.8	4.91E+1	3.22E+0
176.58	8.8800E+6	2.0690	0.4156	-3.0	4.900E+1	+3.8	4.89E+1	3.21E+0
176.76	8.8900E+6	2.0520	0.4145	-3.0	4.934E+1	+3.8	4.92E+1	3.23E+0
176.93	8.9000E+6	2.0506	0.4144	-3.0	4.936E+1	+3.8	4.93E+1	3.24E+0
177.09	8.9100E+6	2.0506	0.4165	-5.0	4.964E+1	+6.3	4.93E+1	5.42E+0
177.26	8.9200E+6	2.0492	0.4139	-3.0	4.934E+1	+3.8	4.92E+1	3.23E+0
177.44	8.9300E+6	2.0450	0.4142	-6.0	4.945E+1	+7.5	4.90E+1	6.47E+0
177.61	8.9400E+6	2.0435	0.4144	-2.0	4.959E+1	+2.5	4.95E+1	2.17E+0
177.77	8.9500E+6	2.0393	0.4138	-3.0	4.962E+1	+3.8	4.95E+1	3.26E+0
177.94	8.9600E+6	2.0351	0.4127	-3.0	4.958E+1	+3.8	4.95E+1	3.25E+0
178.11	8.9700E+6	2.0322	0.4142	-5.0	4.986E+1	+6.3	4.96E+1	5.45E+0
178.28	8.9800E+6	2.0379	0.4142	-5.0	4.969E+1	+6.3	4.94E+1	5.43E+0
178.44	8.9900E+6	2.0308	0.4124	-3.0	4.967E+1	+3.8	4.96E+1	3.26E+0
178.61	9.0000E+6	2.0322	0.4121	-5.0	4.954E+1	+6.3	4.92E+1	5.41E+0
178.76	9.0100E+6	2.0450	0.4165	-3.0	4.985E+1	+3.8	4.97E+1	3.27E+0
178.94	9.0200E+6	2.0322	0.4122	-5.0	4.956E+1	+6.3	4.93E+1	5.41E+0
179.14	9.0300E+6	2.0365	0.4165	-3.0	5.011E+1	+3.8	5.00E+1	3.30E+0
179.32	9.0400E+6	2.0336	0.4128	-5.0	4.960E+1	+6.3	4.93E+1	5.42E+0
179.51	9.0500E+6	2.0322	0.4151	-2.0	5.004E+1	+2.5	5.00E+1	2.19E+0
179.67	9.0600E+6	2.0252	0.4132	-3.0	4.997E+1	+3.8	4.99E+1	3.28E+0
179.86	9.0700E+6	2.0266	0.4125	-3.0	4.982E+1	+3.8	4.97E+1	3.27E+0
180.00	9.0800E+6	2.0322	0.4141	-3.0	4.988E+1	+3.8	4.98E+1	3.28E+0
180.17	9.0900E+6	2.0252	0.4151	-5.0	5.021E+1	+6.3	4.99E+1	5.50E+0
180.34	9.1000E+6	2.0195	0.4138	-5.0	5.019E+1	+6.3	4.99E+1	5.49E+0
180.52	9.1100E+6	2.0181	0.4141	-2.0	5.033E+1	+2.5	5.03E+1	2.21E+0
180.69	9.1200E+6	2.0181	0.4121	-2.0	5.003E+1	+2.5	5.00E+1	2.19E+0
180.84	9.1300E+6	2.0195	0.4142	-5.0	5.026E+1	+6.3	5.00E+1	5.50E+0
181.00	9.1400E+6	2.0096	0.4104	-2.0	5.003E+1	+2.5	5.00E+1	2.19E+0
181.19	9.1500E+6	2.0124	0.4139	-5.0	5.043E+1	+6.3	5.01E+1	5.53E+0
181.37	9.1600E+6	2.0138	0.4111	-7.0	4.990E+1	+8.8	4.93E+1	7.62E+0
181.57	9.1700E+6	2.0209	0.4165	-2.0	5.061E+1	+2.5	5.06E+1	2.22E+0
181.75	9.1800E+6	2.0025	0.4145	-5.0	5.084E+1	+6.3	5.05E+1	5.58E+0
181.92	9.1900E+6	2.0011	0.4117	-5.0	5.044E+1	+6.3	5.01E+1	5.53E+0
182.10	9.2000E+6	2.0054	0.4142	-3.0	5.074E+1	+3.8	5.06E+1	3.35E+0
182.27	9.2100E+6	2.0110	0.4152	-5.0	5.067E+1	+6.3	5.04E+1	5.56E+0
182.45	9.2200E+6	2.0082	0.4115	-3.0	5.024E+1	+3.8	5.01E+1	3.31E+0
182.63	9.2300E+6	2.0011	0.4127	-3.0	5.064E+1	+3.8	5.05E+1	3.34E+0
182.81	9.2400E+6	1.9983	0.4125	-3.0	5.071E+1	+3.8	5.06E+1	3.34E+0
182.98	9.2500E+6	1.9912	0.4117	-3.0	5.080E+1	+3.8	5.07E+1	3.35E+0
183.15	9.2600E+6	1.9912	0.4114	-5.0	5.072E+1	+6.3	5.04E+1	5.56E+0
183.31	9.2700E+6	1.9912	0.4114	-3.0	5.076E+1	+3.8	5.06E+1	3.35E+0
183.46	9.2800E+6	1.9940	0.4128	-2.0	5.090E+1	+2.5	5.08E+1	2.24E+0
183.65	9.2900E+6	1.9955	0.4117	-5.0	5.062E+1	+6.3	5.03E+1	5.55E+0
183.79	9.3000E+6	1.9884	0.4117	-5.0	5.085E+1	+6.3	5.05E+1	5.58E+0
183.98	9.3100E+6	1.9898	0.4110	-5.0	5.070E+1	+6.3	5.04E+1	5.56E+0
184.14	9.3200E+6	1.9898	0.4125	-5.0	5.094E+1	+6.3	5.06E+1	5.59E+0
184.30	9.3300E+6	1.9827	0.4118	-3.0	5.110E+1	+3.8	5.10E+1	3.37E+0
184.46	9.3400E+6	1.9870	0.4132	-5.0	5.114E+1	+6.3	5.08E+1	5.62E+0
184.63	9.3500E+6	1.9856	0.4113	-3.0	5.092E+1	+3.8	5.08E+1	3.36E+0
184.79	9.3600E+6	1.9799	0.4108	-5.0	5.099E+1	+6.3	5.07E+1	5.60E+0
184.96	9.3700E+6	1.9799	0.4103	-5.0	5.090E+1	+6.3	5.06E+1	5.59E+0
185.11	9.3800E+6	1.9799	0.4108	-3.0	5.103E+1	+3.8	5.09E+1	3.37E+0
185.26	9.3900E+6	1.9629	0.4097	-5.0	5.137E+1	+6.3	5.11E+1	5.65E+0
185.43	9.4000E+6	1.9573	0.4070	-5.0	5.113E+1	+6.3	5.08E+1	5.62E+0
185.61	9.4100E+6	1.9573	0.4093	-3.0	5.153E+1	+3.8	5.14E+1	3.41E+0
185.78	9.4200E+6	1.9488	0.4088	-5.0	5.171E+1	+6.3	5.14E+1	5.70E+0
185.94	9.4300E+6	1.9516	0.4077	-5.0	5.143E+1	+6.3	5.11E+1	5.66E+0
186.12	9.4400E+6	1.9488	0.4079	-5.0	5.155E+1	+6.3	5.12E+1	5.67E+0
186.31	9.4500E+6	1.9488	0.4087	-3.0	5.173E+1	+3.8	5.16E+1	3.42E+0
186.46	9.4600E+6	1.9389	0.4077	-3.0	5.190E+1	+3.8	5.18E+1	3.44E+0
186.62	9.4700E+6	1.9516	0.4107	-3.0	5.195E+1	+3.8	5.18E+1	3.44E+0
186.81	9.4800E+6	1.9488	0.4103	-5.0	5.193E+1	+6.3	5.16E+1	5.73E+0
186.97	9.4900E+6	1.9417	0.4087	-5.0	5.192E+1	+6.3	5.16E+1	5.72E+0
187.16	9.5000E+6	1.9375	0.4101	-7.0	5.223E+1	+8.9	5.16E+1	8.05E+0
187.34	9.5100E+6	1.9389	0.4090	-3.0	5.211E+1	+3.8	5.20E+1	3.45E+0
187.50	9.5200E+6	1.9389	0.4074	-5.0	5.181E+1	+6.3	5.15E+1	5.71E+0
187.64	9.5300E+6	1.9332	0.4086	-5.0	5.219E+1	+6.3	5.19E+1	5.76E+0
187.79	9.5400E+6	1.9389	0.4094	+0.0	5.220E+1	-0.0	5.22E+1	-0.00E+0
187.95	9.5500E+6	1.9431	0.4100	-3.0	5.212E+1	+3.8	5.20E+1	3.46E+0
188.10	9.5600E+6	1.9403	0.4084	-3.0	5.197E+1	+3.8	5.19E+1	3.44E+0
188.27	9.5700E+6	1.9346	0.4086	-5.0	5.214E+1	+6.3	5.18E+1	5.75E+0
188.44	9.5800E+6	1.9389	0.4114	-3.0	5.249E+1	+3.8	5.24E+1	3.49E+0
188.60	9.5900E+6	1.9389	0.4086	-3.0	5.204E+1	+3.8	5.19E+1	3.45E+0
188.77	9.6000E+6	1.9375	0.4108	-5.0	5.241E+1	+6.3	5.21E+1	5.79E+0
188.95	9.6100E+6	1.9375	0.4087	-3.0	5.211E+1	+3.8	5.20E+1	3.45E+0
189.12	9.6200E+6	1.9304	0.4093	-3.0	5.244E+1	+3.8	5.23E+1	3.48E+0
189.30	9.6300E+6	1.9304	0.4096	-7.0	5.238E+1	+8.9	5.18E+1	8.08E+0
189.46	9.6400E+6	1.9375	0.4125	-3.0	5.273E+1	+3.8	5.26E+1	3.50E+0
189.63	9.6500E+6	1.9247	0.4073	-3.0	5.231E+1	+3.8	5.22E+1	3.47E+0
189.80	9.6600E+6	1.9304	0.4103	-3.0	5.260E+1	+3.8	5.25E+1	3.49E+0
189.97	9.6700E+6	1.9233	0.4087	-2.0	5.261E+1	+2.5	5.26E+1	2.33E+0
190.14	9.6800E+6	1.9346	0.4113	-5.0	5.257E+1	+6.3	5.23E+1	5.81E+0
190.31	9.6900E+6	1.9233	0.4080	-5.0	5.244E+1	+6.3	5.21E+1	5.79E+0
190.50	9.7000E+6	1.9247	0.4103	-7.0	5.269E+1	+8.9	5.21E+1	8.14E+0
190.66	9.7100E+6	1.9163	0.4066	-3.0	5.249E+1	+3.8	5.24E+1	3.49E+0
190.85	9.7200E+6	1.9106	0.4074	-3.0	5.283E+1	+3.8	5.27E+1	3.51E+0
191.01	9.7300E+6	1.9120	0.4083	-5.0	5.288E+1	+6.4	5.26E+1	5.85E+0
191.17	9.7400E+6	1.9106	0.4064	-5.0	5.262E+1	+6.3	5.23E+1	5.82E+0
191.33	9.7500E+6	1.9035	0.4052	-2.0	5.272E+1	+2.5	5.27E+1	2.34E+0
191.53	9.7600E+6	1.9120	0.4091	-3.0	5.306E+1	+3.8	5.29E+1	3.53E+0
191.71	9.7700E+6	1.9021	0.4057	-5.0	5.280E+1	+6.4	5.25E+1	5.84E+0
191.90	9.7800E+6	1.9064	0.4069	-5.0	5.284E+1	+6.4	5.25E+1	5.85E+0
192.06	9.7900E+6	1.9064	0.4074	-3.0	5.298E+1	+3.8	5.29E+1	3.52E+0
192.22	9.8000E+6	1.9092	0.4074	-3.0	5.288E+1	+3.8	5.28E+1	3.52E+0
192.38	9.8100E+6	1.8950	0.4043	-5.0	5.282E+1	+6.4	5.25E+1	5.84E+0
192.56	9.8200E+6	1.8908	0.4059	-3.0	5.327E+1	+3.8	5.32E+1	3.55E+0
192.71	9.8300E+6	1.8979	0.4049	-3.0	5.286E+1	+3.8	5.27E+1	3.51E+0
192.88	9.8400E+6	1.8880	0.4053	-3.0	5.328E+1	+3.8	5.32E+1	3.55E+0
193.04	9.8500E+6	1.8866	0.4053	-3.0	5.333E+1	+3.8	5.32E+1	3.55E+0
193.20	9.8600E+6	1.8880	0.4055	-3.0	5.331E+1	+3.8	5.32E+1	3.55E+0
193.34	9.8700E+6	1.8922	0.4045	-3.0	5.299E+1	+3.8	5.29E+1	3.53E+0
193.51	9.8800E+6	1.8880	0.4057	-7.0	5.324E+1	+8.9	5.26E+1	8.24E+0
193.68	9.8900E+6	1.8781	0.4047	-3.0	5.354E+1	+3.8	5.34E+1	3.57E+0
193.84	9.9000E+6	1.8823	0.4047	-5.0	5.335E+1	+6.4	5.30E+1	5.92E+0
194.01	9.9100E+6	1.8866	0.4066	-3.0	5.355E+1	+3.8	5.34E+1	3.57E+0
194.21	9.9200E+6	1.8795	0.4045	-3.0	5.345E+1	+3.8	5.33E+1	3.56E+0
194.39	9.9300E+6	1.8880	0.4070	-5.0	5.352E+1	+6.4	5.32E+1	5.94E+0
194.56	9.9400E+6	1.8880	0.4057	-3.0	5.335E+1	+3.8	5.32E+1	3.55E+0
194.72	9.9500E+6	1.8724	0.4045	-2.0	5.372E+1	+2.6	5.37E+1	2.39E+0
194.89	9.9600E+6	1.8724	0.4040	-5.0	5.358E+1	+6.4	5.33E+1	5.95E+0
195.04	9.9700E+6	1.8696	0.4032	-5.0	5.354E+1	+6.4	5.32E+1	5.94E+0
195.19	9.9800E+6	1.8724	0.4055	-3.0	5.387E+1	+3.8	5.37E+1	3.60E+0
195.34	9.9900E+6	1.8710	0.4046	-3.0	5.378E+1	+3.8	5.37E+1	3.59E+0
195.49	1.0000E+7	1.8668	0.4042	-5.0	5.382E+1	+6.4	5.35E+1	5.98E+0
195.66	1.0010E+7	1.8682	0.4059	-5.0	5.405E+1	+6.4	5.37E+1	6.01E+0
195.80	1.0020E+7	1.8738	0.4052	-5.0	5.372E+1	+6.4	5.34E+1	5.97E+0
195.95	1.0030E+7	1.8738	0.4055	-3.0	5.382E+1	+3.8	5.37E+1	3.59E+0
196.10	1.0040E+7	1.8569	0.4029	-5.0	5.396E+1	+6.4	5.36E+1	6.00E+0
196.29	1.0050E+7	1.8696	0.4055	-3.0	5.397E+1	+3.8	5.39E+1	3.61E+0
196.47	1.0060E+7	1.8752	0.4053	-3.0	5.374E+1	+3.8	5.36E+1	3.59E+0
196.63	1.0070E+7	1.8597	0.4038	-2.0	5.407E+1	+2.6	5.40E+1	2.41E+0
196.80	1.0080E+7	1.8738	0.4069	-5.0	5.401E+1	+6.4	5.37E+1	6.00E+0
197.01	1.0090E+7	1.8625	0.4057	-3.0	5.428E+1	+3.8	5.42E+1	3.63E+0
197.18	1.0100E+7	1.8653	0.4032	-2.0	5.376E+1	+2.6	5.37E+1	2.39E+0
197.35	1.0110E+7	1.8710	0.4039	-5.0	5.361E+1	+6.4	5.33E+1	5.95E+0
197.52	1.0120E+7	1.8597	0.4033	-7.0	5.386E+1	+8.9	5.32E+1	8.36E+0
197.67	1.0130E+7	1.8625	0.4055	-5.0	5.419E+1	+6.4	5.39E+1	6.03E+0
197.83	1.0140E+7	1.8540	0.4057	-3.0	5.460E+1	+3.8	5.45E+1	3.66E+0
198.00	1.0150E+7	1.8625	0.4069	-3.0	5.448E+1	+3.8	5.44E+1	3.65E+0
198.18	1.0160E+7	1.8583	0.4070	-3.0	5.466E+1	+3.8	5.45E+1	3.66E+0
198.35	1.0170E+7	1.8441	0.4038	-5.0	5.459E+1	+6.4	5.42E+1	6.08E+0
198.53	1.0180E+7	1.8540	0.4060	-3.0	5.465E+1	+3.8	5.45E+1	3.66E+0
198.72	1.0190E+7	1.8540	0.4052	-3.0	5.450E+1	+3.8	5.44E+1	3.65E+0
198.88	1.0200E+7	1.8512	0.4039	-2.0	5.441E+1	+2.6	5.44E+1	2.43E+0
199.05	1.0210E+7	1.8512	0.4042	-3.0	5.444E+1	+3.8	5.43E+1	3.64E+0
199.20	1.0220E+7	1.8583	0.4040	-3.0	5.415E+1	+3.8	5.40E+1	3.62E+0
199.36	1.0230E+7	1.8526	0.4064	-3.0	5.478E+1	+3.8	5.47E+1	3.67E+0
199.53	1.0240E+7	1.8427	0.4035	-3.0	5.464E+1	+3.8	5.45E+1	3.66E+0
199.69	1.0250E+7	1.8399	0.4032	-3.0	5.470E+1	+3.8	5.46E+1	3.66E+0
199.88	1.0260E+7	1.8371	0.4045	-5.0	5.498E+1	+6.4	5.46E+1	6.14E+0
200.04	1.0270E+7	1.8484	0.4049	-3.0	5.467E+1	+3.8	5.45E+1	3.66E+0
200.21	1.0280E+7	1.8342	0.4036	-3.0	5.499E+1	+3.8	5.49E+1	3.69E+0
200.38	1.0290E+7	1.8413	0.4056	-3.0	5.506E+1	+3.8	5.49E+1	3.69E+0
200.54	1.0300E+7	1.8371	0.4029	-3.0	5.476E+1	+3.8	5.46E+1	3.67E+0
200.71	1.0310E+7	1.8371	0.4036	-3.0	5.488E+1	+3.8	5.48E+1	3.68E+0
200.88	1.0320E+7	1.8385	0.4036	-3.0	5.483E+1	+3.8	5.47E+1	3.67E+0
201.04	1.0330E+7	1.8272	0.4015	-3.0	5.489E+1	+3.8	5.48E+1	3.68E+0
201.23	1.0340E+7	1.8243	0.4016	-5.0	5.497E+1	+6.4	5.46E+1	6.14E+0
